job_id,skill,skill_category
5843766527,Databricks,Data Engineering
5680120020,Excel,Spreadsheet
5812614536,Power BI,BI / Visualization
5781956391,Machine Learning,Machine Learning
5781956391,Python,Programming
5781956391,SQL,Database / Query
5727098377,Looker,BI / Visualization
5727098377,Power BI,BI / Visualization
5727098377,Python,Programming
5727098377,SQL,Database / Query
5724515432,Excel,Spreadsheet
5831395731,SQL,Database / Query
5831395731,Tableau,BI / Visualization
5832798180,Excel,Spreadsheet
5832798180,Pandas,Programming
5832798180,Power BI,BI / Visualization
5832798180,Python,Programming
5832798180,SQL,Database / Query
5832798180,Tableau,BI / Visualization
5801030174,Azure,Cloud
5801030174,ELT,Data Engineering
5801030174,ETL,Data Engineering
5801030174,Python,Programming
5801030174,SQL,Database / Query
5801030174,SQL Server,Database / Query
5801030174,SSIS,Data Engineering
5781956424,SQL,Database / Query
5727143467,Python,Programming
5727143467,SQL,Database / Query
5800765376,Excel,Spreadsheet
5800765376,Power BI,BI / Visualization
5800765376,Statistics,Statistics / Analytics
5800765376,Tableau,BI / Visualization
5681009000,BigQuery,Cloud / Warehouse
5681009000,NumPy,Programming
5681009000,Pandas,Programming
5681009000,PostgreSQL,Database / Query
5681009000,Python,Programming
5681009000,SQL,Database / Query
5814494533,Hadoop,Data Engineering
5814494533,Python,Programming
5814494533,SQL,Database / Query
5814494533,Spark,Data Engineering
5777073838,Data Warehousing,Data Engineering
5777073838,ETL,Data Engineering
5777073838,Excel,Spreadsheet
5777073838,Power BI,BI / Visualization
5777073838,Python,Programming
5777073838,SQL,Database / Query
5777073838,Statistics,Statistics / Analytics
5777073838,Tableau,BI / Visualization
5768623778,ELT,Data Engineering
5768623778,ETL,Data Engineering
5768623778,SQL,Database / Query
5823107180,Power BI,BI / Visualization
5823107180,Tableau,BI / Visualization
5796414147,Statistics,Statistics / Analytics
5762286343,Excel,Spreadsheet
5762286343,Power BI,BI / Visualization
5762286343,Python,Programming
5762286343,SQL,Database / Query
5842590109,Machine Learning,Machine Learning
5796410882,Excel,Spreadsheet
5727163751,Alteryx,Analytics Tool
5727163751,Power BI,BI / Visualization
5727163751,SQL,Database / Query
5727163751,Snowflake,Cloud / Warehouse
5727163751,Spark,Data Engineering
5727163751,Tableau,BI / Visualization
5574398026,ELT,Data Engineering
5574398026,ETL,Data Engineering
5819856885,Machine Learning,Machine Learning
5728267279,Excel,Spreadsheet
5825770736,SQL,Database / Query
5825770736,Tableau,BI / Visualization
5832090086,Forecasting,Statistics / Analytics
5823802837,Excel,Spreadsheet
5823802837,Power BI,BI / Visualization
5823802837,Python,Programming
5823802837,Tableau,BI / Visualization
5782687819,NumPy,Programming
5782687819,Pandas,Programming
5782687819,Power BI,BI / Visualization
5782687819,Python,Programming
5782687819,SQL,Database / Query
5782687819,Statistics,Statistics / Analytics
5782687819,Tableau,BI / Visualization
5823363283,Excel,Spreadsheet
5823363283,Power BI,BI / Visualization
5823363283,Python,Programming
5823363283,Tableau,BI / Visualization
5831602194,Forecasting,Statistics / Analytics
5770986895,Databricks,Data Engineering
5770986895,SQL,Database / Query
5770986895,Spark,Data Engineering
5732584180,ETL,Data Engineering
5607196899,Data Modeling,Data Engineering
5607196899,ELT,Data Engineering
5607196899,ETL,Data Engineering
5607196899,Power BI,BI / Visualization
5607196899,SQL,Database / Query
5607196899,Spark,Data Engineering
5604419908,Excel,Spreadsheet
5604419908,SQL,Database / Query
5732600161,SQL,Database / Query
5774237847,Excel,Spreadsheet
5774237847,Power BI,BI / Visualization
5774237847,SAP,Enterprise Tool
5774237847,Tableau,BI / Visualization
5774237848,AWS,Cloud
5774237848,Power BI,BI / Visualization
5778451352,A/B Testing,Statistics / Analytics
5778451352,Airflow,Data Engineering
5778451352,BigQuery,Cloud / Warehouse
5778451352,Data Modeling,Data Engineering
5778451352,Excel,Spreadsheet
5778451352,Forecasting,Statistics / Analytics
5778451352,Git,Developer Tool
5778451352,Looker,BI / Visualization
5778451352,Power BI,BI / Visualization
5778451352,Python,Programming
5778451352,Regression,Statistics / Analytics
5778451352,SQL,Database / Query
5778451352,Spark,Data Engineering
5778451352,Statistics,Statistics / Analytics
5778451352,Tableau,BI / Visualization
5784728868,SQL,Database / Query
5796417289,Looker,BI / Visualization
5796417289,SQL,Database / Query
5796417289,Statistics,Statistics / Analytics
5806516041,Power BI,BI / Visualization
5782538634,Power BI,BI / Visualization
5782538634,SAP,Enterprise Tool
5782538634,SQL,Database / Query
5754756171,Excel,Spreadsheet
5754756171,Power BI,BI / Visualization
5816828419,Forecasting,Statistics / Analytics
5816828419,Power BI,BI / Visualization
5819192327,PostgreSQL,Database / Query
5819192327,Power BI,BI / Visualization
5819884300,GCP,Cloud
5819884300,Python,Programming
5819884300,SQL,Database / Query
5821857069,SQL,Database / Query
5821857069,Snowflake,Cloud / Warehouse
5822435697,Statistics,Statistics / Analytics
5771065078,Excel,Spreadsheet
5727816928,Statistics,Statistics / Analytics
5785025954,Excel,Spreadsheet
5841481304,Alteryx,Analytics Tool
5841481304,Power BI,BI / Visualization
5841481304,SQL,Database / Query
5812614548,ETL,Data Engineering
5812614548,Power BI,BI / Visualization
5820582124,SQL,Database / Query
5820582124,Tableau,BI / Visualization
5820582141,SQL,Database / Query
5820582141,Tableau,BI / Visualization
5794938975,Azure,Cloud
5794938975,Python,Programming
5794938975,Spark,Data Engineering
5761791107,Azure,Cloud
5761791107,Data Warehousing,Data Engineering
5802074702,Excel,Spreadsheet
5831401587,Oracle,Database / Query
5831401587,SQL,Database / Query
5759043518,Power BI,BI / Visualization
5759043518,SQL,Database / Query
5759043518,Tableau,BI / Visualization
5775399105,Power BI,BI / Visualization
5775399105,SQL,Database / Query
5775399105,Tableau,BI / Visualization
5830641274,Excel,Spreadsheet
5830641274,Power BI,BI / Visualization
5830611867,Excel,Spreadsheet
5753483623,Data Warehousing,Data Engineering
5769822950,AWS,Cloud
5769822950,Databricks,Data Engineering
5594451979,SQL,Database / Query
5594451979,Snowflake,Cloud / Warehouse
5796209691,SQL,Database / Query
5796209691,Snowflake,Cloud / Warehouse
5817917698,Snowflake,Cloud / Warehouse
5817917698,Tableau,BI / Visualization
5634174711,SQL,Database / Query
5841422148,Power BI,BI / Visualization
5814395841,Hadoop,Data Engineering
5814395841,Python,Programming
5814395841,SQL,Database / Query
5814395841,Spark,Data Engineering
5843166501,Databricks,Data Engineering
5843994204,Databricks,Data Engineering
5840373656,SQL,Database / Query
5794717290,Databricks,Data Engineering
5794717290,SQL,Database / Query
5794717290,Spark,Data Engineering
5836839248,Power BI,BI / Visualization
5806701766,Data Modeling,Data Engineering
5806701766,Data Warehousing,Data Engineering
5806701766,SQL,Database / Query
5806701766,Snowflake,Cloud / Warehouse
5814393049,Machine Learning,Machine Learning
5796196225,SQL,Database / Query
5823802788,Excel,Spreadsheet
5823802788,Power BI,BI / Visualization
5823802788,SQL,Database / Query
5829885758,Forecasting,Statistics / Analytics
5832798136,Excel,Spreadsheet
5832798136,MySQL,Database / Query
5832798136,Python,Programming
5832798136,SAS,Statistics / Analytics
5832798136,SQL,Database / Query
5832798136,Statistics,Statistics / Analytics
5832798136,Tableau,BI / Visualization
5835481813,Excel,Spreadsheet
5835481813,Power BI,BI / Visualization
5835481813,SQL,Database / Query
5835481813,Statistics,Statistics / Analytics
5835481813,Tableau,BI / Visualization
5822059503,Power BI,BI / Visualization
5822059503,SQL,Database / Query
5841415760,SAS,Statistics / Analytics
5841129918,A/B Testing,Statistics / Analytics
5824131818,Python,Programming
5824131818,Spark,Data Engineering
5820582116,SQL,Database / Query
5820582116,Tableau,BI / Visualization
5834187823,Machine Learning,Machine Learning
5834187823,Python,Programming
5834187823,SQL,Database / Query
5834187823,Statistics,Statistics / Analytics
5835895781,Excel,Spreadsheet
5835895781,Looker,BI / Visualization
5835895781,Power BI,BI / Visualization
5835895781,Tableau,BI / Visualization
5836764355,Alteryx,Analytics Tool
5836764355,Power BI,BI / Visualization
5836764355,SQL,Database / Query
5814246246,Forecasting,Statistics / Analytics
5707433221,ETL,Data Engineering
5707433221,Machine Learning,Machine Learning
5654565604,Power BI,BI / Visualization
5654565604,SQL,Database / Query
5817921753,A/B Testing,Statistics / Analytics
5817921753,Azure,Cloud
5817921753,Databricks,Data Engineering
5817921753,Power BI,BI / Visualization
5817921753,Python,Programming
5817921753,SQL,Database / Query
5838425609,Power BI,BI / Visualization
5780671604,Excel,Spreadsheet
5780671604,Looker,BI / Visualization
5780671604,Power BI,BI / Visualization
5780671604,Tableau,BI / Visualization
5841929681,Databricks,Data Engineering
5832078489,Data Warehousing,Data Engineering
5843994203,Databricks,Data Engineering
5796404116,Python,Programming
5796404116,SQL,Database / Query
5825757766,Forecasting,Statistics / Analytics
5727250087,Machine Learning,Machine Learning
5787269652,SAP,Enterprise Tool
5826713374,Forecasting,Statistics / Analytics
5767397657,Excel,Spreadsheet
5767397657,Power BI,BI / Visualization
5767397657,SQL,Database / Query
5767397657,Tableau,BI / Visualization
5775536373,Power BI,BI / Visualization
5805535278,Machine Learning,Machine Learning
5820582123,SQL,Database / Query
5820582123,Tableau,BI / Visualization
5832798139,ETL,Data Engineering
5832798139,SQL,Database / Query
5832798139,Tableau,BI / Visualization
5576565826,Excel,Spreadsheet
5576565826,Power BI,BI / Visualization
5576565826,SAP,Enterprise Tool
5754024250,Python,Programming
5754024250,SAS,Statistics / Analytics
5727281189,Forecasting,Statistics / Analytics
5727281189,Python,Programming
5796497750,Excel,Spreadsheet
5697317732,NumPy,Programming
5697317732,Pandas,Programming
5697317732,Python,Programming
5697317732,SQL,Database / Query
5841922604,Power BI,BI / Visualization
5841922604,Tableau,BI / Visualization
5821854249,Python,Programming
5821854249,SQL,Database / Query
5821854249,Statistics,Statistics / Analytics
5727276943,Excel,Spreadsheet
5768784939,Power BI,BI / Visualization
5827199773,SAS,Statistics / Analytics
5796078089,Power BI,BI / Visualization
5787271240,AWS,Cloud
5654565326,Data Modeling,Data Engineering
5654565326,Power BI,BI / Visualization
5736795063,Excel,Spreadsheet
5736795063,Python,Programming
5736795063,SQL,Database / Query
5639296608,A/B Testing,Statistics / Analytics
5803868918,SAP,Enterprise Tool
5788446380,Data Modeling,Data Engineering
5833591389,Power BI,BI / Visualization
5833591389,SQL,Database / Query
5703837587,Forecasting,Statistics / Analytics
5713101400,Excel,Spreadsheet
5780539590,Power BI,BI / Visualization
5841415500,Python,Programming
5841415500,Tableau,BI / Visualization
5840370800,A/B Testing,Statistics / Analytics
5835865615,SAP,Enterprise Tool
5771289907,Excel,Spreadsheet
5727129151,Machine Learning,Machine Learning
5727129151,Power BI,BI / Visualization
5727129151,Python,Programming
5727129151,SQL,Database / Query
5727081359,Python,Programming
5727081359,SAS,Statistics / Analytics
5727081359,SQL,Database / Query
5727081359,Snowflake,Cloud / Warehouse
5727081359,Spark,Data Engineering
5728457974,Python,Programming
5728457974,SQL,Database / Query
5758030290,Forecasting,Statistics / Analytics
5796410755,Power BI,BI / Visualization
5796410755,Python,Programming
5841921152,Power BI,BI / Visualization
5841921152,SQL,Database / Query
5722033683,Excel,Spreadsheet
5794935400,ETL,Data Engineering
5794935400,Power BI,BI / Visualization
5794935400,SQL,Database / Query
5794935400,Tableau,BI / Visualization
5796411183,Excel,Spreadsheet
5747224248,Excel,Spreadsheet
5747224248,Power BI,BI / Visualization
5747224248,SQL,Database / Query
5747224248,Statistics,Statistics / Analytics
5747224248,Tableau,BI / Visualization
5836858696,Regression,Statistics / Analytics
5815828459,Excel,Spreadsheet
5815828459,Power BI,BI / Visualization
5815828459,Power Query,BI / Visualization
5815828459,Python,Programming
5838463920,Machine Learning,Machine Learning
5813411120,A/B Testing,Statistics / Analytics
5813411120,Statistics,Statistics / Analytics
5808699198,Data Modeling,Data Engineering
5808699198,Excel,Spreadsheet
5808699198,Machine Learning,Machine Learning
5808699198,Power BI,BI / Visualization
5808699198,Python,Programming
5808699198,R,Programming
5808699198,SQL,Database / Query
5808699198,Statistics,Statistics / Analytics
5808699198,Tableau,BI / Visualization
5815238401,Machine Learning,Machine Learning
5815238401,Power BI,BI / Visualization
5815238401,Python,Programming
5837109793,Azure,Cloud
5834758220,DAX,BI / Visualization
5834758220,GCP,Cloud
5834758220,Looker,BI / Visualization
5834758220,Power BI,BI / Visualization
5834758220,Python,Programming
5834758220,SQL,Database / Query
5824121247,Python,Programming
5824121247,Tableau,BI / Visualization
5807495223,SAP,Enterprise Tool
5770241818,Qlik,BI / Visualization
5740998098,Power BI,BI / Visualization
5606456473,Forecasting,Statistics / Analytics
5838452265,Machine Learning,Machine Learning
5767425619,Azure,Cloud
5767425619,SQL,Database / Query
5821858247,ETL,Data Engineering
5821858247,Power BI,BI / Visualization
5838750286,SQL,Database / Query
5821854220,Power BI,BI / Visualization
5594486207,SQL,Database / Query
5594486207,Snowflake,Cloud / Warehouse
5665597361,SQL,Database / Query
5665597361,Snowflake,Cloud / Warehouse
5727169905,Excel,Spreadsheet
5769825966,SQL,Database / Query
5645839800,Power BI,BI / Visualization
5777063925,ELT,Data Engineering
5777063925,Power BI,BI / Visualization
5777063925,SQL,Database / Query
5777063925,Tableau,BI / Visualization
5806011376,Azure,Cloud
5806011376,Power BI,BI / Visualization
5825362049,Python,Programming
5815813867,Tableau,BI / Visualization
5788440258,Power BI,BI / Visualization
5797385686,Power BI,BI / Visualization
5778430828,Data Modeling,Data Engineering
5778430828,SQL,Database / Query
5778430828,Tableau,BI / Visualization
5834390399,Statistics,Statistics / Analytics
5816828191,Data Warehousing,Data Engineering
5787271720,Excel,Spreadsheet
5840370533,Data Modeling,Data Engineering
5710620693,BigQuery,Cloud / Warehouse
5824132810,Azure,Cloud
5824132810,Data Warehousing,Data Engineering
5824132810,SQL,Database / Query
5824132810,SQL Server,Database / Query
5824132810,Snowflake,Cloud / Warehouse
5727248050,Excel,Spreadsheet
5727240801,Power BI,BI / Visualization
5727240801,Python,Programming
5728384553,Power BI,BI / Visualization
5810253659,Databricks,Data Engineering
5810253659,ETL,Data Engineering
5810253659,Python,Programming
5810253659,SQL,Database / Query
5810253659,Spark,Data Engineering
5739455353,SQL,Database / Query
5821860803,Machine Learning,Machine Learning
5815241095,Jira,Collaboration Tool
5728412938,Excel,Spreadsheet
5728412938,Jira,Collaboration Tool
5779644561,SQL,Database / Query
5684977522,Regression,Statistics / Analytics
5804688818,Regression,Statistics / Analytics
5814521260,SAP,Enterprise Tool
5822020261,Jira,Collaboration Tool
5793371920,SAP,Enterprise Tool
5829186026,SAP,Enterprise Tool
5755735547,Data Modeling,Data Engineering
5755735547,PostgreSQL,Database / Query
5814380839,Power BI,BI / Visualization
5814380839,SAP,Enterprise Tool
5814380839,SQL,Database / Query
5830627948,AWS,Cloud
5840394046,Regression,Statistics / Analytics
5767423652,Excel,Spreadsheet
5767423652,SQL,Database / Query
5796404893,Python,Programming
5812855347,Forecasting,Statistics / Analytics
5831402619,Excel,Spreadsheet
5832799305,Excel,Spreadsheet
5832799305,SQL,Database / Query
5832799305,Statistics,Statistics / Analytics
5823363317,Azure,Cloud
5823363317,SQL,Database / Query
5839221883,Git,Developer Tool
5829200282,Power BI,BI / Visualization
5776727296,Regression,Statistics / Analytics
5768513174,Jira,Collaboration Tool
5768513174,Regression,Statistics / Analytics
5768513174,SAP,Enterprise Tool
5798281541,Regression,Statistics / Analytics
5798281541,SAP,Enterprise Tool
5823793625,Excel,Spreadsheet
5823793625,Jira,Collaboration Tool
5794765626,SAP,Enterprise Tool
5752767498,SQL,Database / Query
5794937971,Power BI,BI / Visualization
5794937971,SQL,Database / Query
5794937971,Tableau,BI / Visualization
5746730121,Excel,Spreadsheet
5682395091,Jira,Collaboration Tool
5767110080,SAP,Enterprise Tool
5581807731,Python,Programming
5581807731,SQL,Database / Query
5708549005,Jira,Collaboration Tool
5822058322,Spark,Data Engineering
5585713650,Python,Programming
5585713650,SQL,Database / Query
5585713650,Tableau,BI / Visualization
5581807732,Python,Programming
5581807732,SQL,Database / Query
5581807732,Tableau,BI / Visualization
5784727811,Jira,Collaboration Tool
5794941127,Excel,Spreadsheet
5794941065,Excel,Spreadsheet
5796413955,Python,Programming
5760977026,Machine Learning,Machine Learning
5727182045,Statistics,Statistics / Analytics
5835714418,Python,Programming
5835714418,SQL,Database / Query
5835714418,Spark,Data Engineering
5844321937,Azure,Cloud
5844321937,Git,Developer Tool
5844321937,Jira,Collaboration Tool
5796160700,SQL,Database / Query
5829382867,SAP,Enterprise Tool
5832339120,SAP,Enterprise Tool
5636066614,Jira,Collaboration Tool
5821844709,SAP,Enterprise Tool
5727092020,Data Modeling,Data Engineering
5727092020,Power BI,BI / Visualization
5727092020,Tableau,BI / Visualization
5832795991,SAP,Enterprise Tool
5746176778,SQL,Database / Query
5819664708,Machine Learning,Machine Learning
5648257745,SAP,Enterprise Tool
5792028914,Forecasting,Statistics / Analytics
5715235167,Jira,Collaboration Tool
5718854691,Power BI,BI / Visualization
5718854691,SAP,Enterprise Tool
5828879856,Databricks,Data Engineering
5809866314,SAP,Enterprise Tool
5727128227,Excel,Spreadsheet
5767120983,SAP,Enterprise Tool
5833581807,Power BI,BI / Visualization
5836834428,AWS,Cloud
5768788616,Power BI,BI / Visualization
5769958716,Machine Learning,Machine Learning
5796404749,SAP,Enterprise Tool
5832799307,Excel,Spreadsheet
5832799307,SQL,Database / Query
5832799307,Statistics,Statistics / Analytics
5837574487,SAP,Enterprise Tool
5663140691,SAP,Enterprise Tool
5839213704,SAP,Enterprise Tool
5839213726,SAP,Enterprise Tool
5811916780,AWS,Cloud
5822617753,Excel,Spreadsheet
5822617753,Power BI,BI / Visualization
5822617753,Python,Programming
5835865567,Excel,Spreadsheet
5773089587,Jira,Collaboration Tool
5805616777,Git,Developer Tool
5664684577,Oracle,Database / Query
5664684577,SQL,Database / Query
5664684577,SQL Server,Database / Query
5796414187,SAP,Enterprise Tool
5714828705,Excel,Spreadsheet
5767420324,SAP,Enterprise Tool
5796410593,SAP,Enterprise Tool
5671667155,Excel,Spreadsheet
5671667155,SQL,Database / Query
5586513102,Forecasting,Statistics / Analytics
5771065380,SAP,Enterprise Tool
5819665574,ETL,Data Engineering
5819665574,Python,Programming
5819665574,SQL,Database / Query
5820988945,ETL,Data Engineering
5820988945,Python,Programming
5820988945,SQL,Database / Query
5697250993,SAP,Enterprise Tool
5664660036,SAP,Enterprise Tool
5728460466,SAP,Enterprise Tool
5839099643,Power BI,BI / Visualization
5839099643,SAP,Enterprise Tool
5663140692,SAP,Enterprise Tool
5672576864,Excel,Spreadsheet
5672576864,SQL,Database / Query
5822433776,ETL,Data Engineering
5822433776,Python,Programming
5822433776,SQL,Database / Query
5760362902,SAP,Enterprise Tool
5752767494,Excel,Spreadsheet
5752767494,Jira,Collaboration Tool
5805314358,Excel,Spreadsheet
5805314358,SQL,Database / Query
5797383589,SAP,Enterprise Tool
5840192506,ETL,Data Engineering
5840192506,Excel,Spreadsheet
5840192506,SQL,Database / Query
5840192506,Statistics,Statistics / Analytics
5840192506,Tableau,BI / Visualization
5841397848,ETL,Data Engineering
5841397848,Excel,Spreadsheet
5841397848,SQL,Database / Query
5841397848,Statistics,Statistics / Analytics
5841397848,Tableau,BI / Visualization
5841439044,SAP,Enterprise Tool
5767226646,SAP,Enterprise Tool
5830098083,Python,Programming
5581807754,Python,Programming
5581807754,SQL,Database / Query
5581807754,Tableau,BI / Visualization
5833014602,ETL,Data Engineering
5833014602,Excel,Spreadsheet
5833014602,SQL,Database / Query
5833014602,Statistics,Statistics / Analytics
5833014602,Tableau,BI / Visualization
5832084843,ETL,Data Engineering
5832084843,Excel,Spreadsheet
5832084843,SQL,Database / Query
5832084843,Statistics,Statistics / Analytics
5832084843,Tableau,BI / Visualization
5835624591,SQL,Database / Query
5680038592,ETL,Data Engineering
5680956332,ETL,Data Engineering
5816829136,Python,Programming
5773191556,Excel,Spreadsheet
5773191556,Jira,Collaboration Tool
5751024668,SQL,Database / Query
5599878561,Excel,Spreadsheet
5599878561,Python,Programming
5599878561,SQL,Database / Query
5832801225,Regression,Statistics / Analytics
5840396918,SQL,Database / Query
5809628919,Python,Programming
5802073997,Power BI,BI / Visualization
5782686416,Machine Learning,Machine Learning
5805832190,Power BI,BI / Visualization
5841930408,Tableau,BI / Visualization
5823793616,SQL,Database / Query
5832794007,Power BI,BI / Visualization
5782689317,MySQL,Database / Query
5782689317,SQL,Database / Query
5768788632,Power BI,BI / Visualization
5813387142,SAP,Enterprise Tool
5835736003,SQL,Database / Query
5796410673,Data Modeling,Data Engineering
5796410673,Power BI,BI / Visualization
5796410673,SAP,Enterprise Tool
5796410673,Tableau,BI / Visualization
5844295034,AWS,Cloud
5773087744,Power BI,BI / Visualization
5806702891,Power BI,BI / Visualization
5806705252,DAX,BI / Visualization
5806705252,Power BI,BI / Visualization
5806705252,Power Query,BI / Visualization
5806705252,SQL,Database / Query
5782483335,Power BI,BI / Visualization
5807501218,Snowflake,Cloud / Warehouse
5807501218,Tableau,BI / Visualization
5841938022,SQL,Database / Query
5832085953,Data Warehousing,Data Engineering
5832085953,Power BI,BI / Visualization
5832085953,SQL,Database / Query
5832085953,Snowflake,Cloud / Warehouse
5727033439,Tableau,BI / Visualization
5796403852,Excel,Spreadsheet
5796403852,Power BI,BI / Visualization
5836583749,Azure,Cloud
5836583749,DAX,BI / Visualization
5836583749,Python,Programming
5812614075,Power BI,BI / Visualization
5834761739,Forecasting,Statistics / Analytics
5816826763,Machine Learning,Machine Learning
5816826763,Python,Programming
5821854747,Excel,Spreadsheet
5821854747,SQL,Database / Query
5816842350,Tableau,BI / Visualization
5758090841,Power BI,BI / Visualization
5758090841,Tableau,BI / Visualization
5805345892,Power BI,BI / Visualization
5821858242,Excel,Spreadsheet
5768788879,Excel,Spreadsheet
5768788879,GCP,Cloud
5768788879,Hadoop,Data Engineering
5768788879,Power BI,BI / Visualization
5768788879,Python,Programming
5768788879,SQL,Database / Query
5817918459,Excel,Spreadsheet
5817918459,GCP,Cloud
5817918459,Hadoop,Data Engineering
5817918459,Power BI,BI / Visualization
5817918459,Python,Programming
5817918459,SQL,Database / Query
5833597316,Databricks,Data Engineering
5833597316,Power BI,BI / Visualization
5768786144,Forecasting,Statistics / Analytics
5727100231,Excel,Spreadsheet
5834375628,Power BI,BI / Visualization
5727219518,Excel,Spreadsheet
5727219518,Power BI,BI / Visualization
5784690910,Tableau,BI / Visualization
5595958148,SAP,Enterprise Tool
5714823986,SAP,Enterprise Tool
5821225973,Snowflake,Cloud / Warehouse
5790504769,Forecasting,Statistics / Analytics
5814090541,Python,Programming
5796405886,A/B Testing,Statistics / Analytics
5737399615,Power BI,BI / Visualization
5838429945,Forecasting,Statistics / Analytics
5837109704,Machine Learning,Machine Learning
5757613157,A/B Testing,Statistics / Analytics
5842749245,Power BI,BI / Visualization
5668349129,A/B Testing,Statistics / Analytics
5668349129,Python,Programming
5668349129,SQL,Database / Query
5802074220,SQL,Database / Query
5802074220,Tableau,BI / Visualization
5796417392,A/B Testing,Statistics / Analytics
5812865596,Statistics,Statistics / Analytics
5771016876,SAP,Enterprise Tool
5832790526,SAP,Enterprise Tool
5829186868,Forecasting,Statistics / Analytics
5797382552,Snowflake,Cloud / Warehouse
5801806089,Forecasting,Statistics / Analytics
5727234681,Forecasting,Statistics / Analytics
5815798981,Forecasting,Statistics / Analytics
5809896355,Forecasting,Statistics / Analytics
5843154618,Forecasting,Statistics / Analytics
5812753207,Forecasting,Statistics / Analytics
5678913791,Excel,Spreadsheet
5678913791,Forecasting,Statistics / Analytics
5677793267,Excel,Spreadsheet
5677793267,Forecasting,Statistics / Analytics
5811737441,Forecasting,Statistics / Analytics
5588350286,Forecasting,Statistics / Analytics
5606304003,Forecasting,Statistics / Analytics
5813415067,Forecasting,Statistics / Analytics
5807252180,Statistics,Statistics / Analytics
5728445327,Excel,Spreadsheet
5728445327,Power BI,BI / Visualization
5728445327,SQL,Database / Query
5777074353,Power BI,BI / Visualization
5784727566,ETL,Data Engineering
5784727566,Excel,Spreadsheet
5784727566,Power BI,BI / Visualization
5784727566,Python,Programming
5784727566,Qlik,BI / Visualization
5784727566,SQL,Database / Query
5784727566,Statistics,Statistics / Analytics
5784727566,Tableau,BI / Visualization
5782684622,ETL,Data Engineering
5782684622,Power BI,BI / Visualization
5782684622,SQL,Database / Query
5782684622,SQL Server,Database / Query
5782684622,Tableau,BI / Visualization
5768605459,Power BI,BI / Visualization
5829177304,Data Modeling,Data Engineering
5835714960,Forecasting,Statistics / Analytics
5784339947,SQL,Database / Query
5784339947,Snowflake,Cloud / Warehouse
5834389342,Forecasting,Statistics / Analytics
5834740624,Forecasting,Statistics / Analytics
5843168897,Forecasting,Statistics / Analytics
5743765080,Forecasting,Statistics / Analytics
5841933765,Forecasting,Statistics / Analytics
5841443722,Forecasting,Statistics / Analytics
5841943311,Forecasting,Statistics / Analytics
5785939872,Forecasting,Statistics / Analytics
5811373973,Forecasting,Statistics / Analytics
5795125266,Forecasting,Statistics / Analytics
5841945520,Forecasting,Statistics / Analytics
5690845739,SAP,Enterprise Tool
5691044629,SAP,Enterprise Tool
5728422548,Excel,Spreadsheet
5728422548,Power Query,BI / Visualization
5728422548,Tableau,BI / Visualization
5727264729,Power BI,BI / Visualization
5727264729,Python,Programming
5727264729,SAS,Statistics / Analytics
5727264729,SQL,Database / Query
5727264729,Tableau,BI / Visualization
5841938067,Excel,Spreadsheet
5841938067,SQL,Database / Query
5824124836,Forecasting,Statistics / Analytics
5778215652,Excel,Spreadsheet
5778215652,Power BI,BI / Visualization
5840630259,Statistics,Statistics / Analytics
5727274910,Tableau,BI / Visualization
5832339117,SAP,Enterprise Tool
5836836036,SAP,Enterprise Tool
5831600095,Excel,Spreadsheet
5831600095,SQL,Database / Query
5828960267,Excel,Spreadsheet
5828960267,SQL,Database / Query
5811390026,Looker,BI / Visualization
5811390026,Tableau,BI / Visualization
5598331109,Databricks,Data Engineering
5598331109,Python,Programming
5598331109,Spark,Data Engineering
5763829709,Spark,Data Engineering
5824133165,SAP,Enterprise Tool
5835895840,Forecasting,Statistics / Analytics
5699741533,Power BI,BI / Visualization
5699741533,Tableau,BI / Visualization
5780530377,AWS,Cloud
5780530377,Azure,Cloud
5805536208,SAP,Enterprise Tool
5760341702,Excel,Spreadsheet
5760341702,Power BI,BI / Visualization
freehire:business-analyst-i-travclan-cbutrv2h,Looker,BI / Visualization
freehire:business-analyst-i-travclan-cbutrv2h,SQL,Database / Query
freehire:business-analyst-i-travclan-cbutrv2h,Tableau,BI / Visualization
freehire:data-analyst-operations-ip-legal-compliance-roblox-yc66puvk,Git,Developer Tool
freehire:data-analyst-operations-ip-legal-compliance-roblox-yc66puvk,Python,Programming
freehire:data-analyst-operations-ip-legal-compliance-roblox-yc66puvk,SQL,Database / Query
freehire:data-analyst-operations-ip-legal-compliance-roblox-yc66puvk,Statistics,Statistics / Analytics
freehire:business-analyst-cambridgetechnology-ijueezw5,Jira,Collaboration Tool
freehire:business-analyst-cambridgetechnology-ijueezw5,SQL,Database / Query
freehire:business-analyst-requirements-gathering-amp-analysis-ecsme-cff3dgl2,Jira,Collaboration Tool
freehire:business-analyst-requirements-gathering-amp-analysis-ecsme-cff3dgl2,SQL,Database / Query
freehire:credit-bureau-reporting-analyst-zolve-cxakej3h,Excel,Spreadsheet
freehire:credit-bureau-reporting-analyst-zolve-cxakej3h,SQL,Database / Query
freehire:business-analyst-scrum-sequoiaat-67oockzz,Azure,Cloud
freehire:business-analyst-scrum-sequoiaat-67oockzz,Excel,Spreadsheet
freehire:business-analyst-scrum-sequoiaat-67oockzz,Jira,Collaboration Tool
freehire:business-analyst-scrum-sequoiaat-67oockzz,SQL,Database / Query
